link,link_logo,brand_id
https://www.thegioididong.com/cap-dien-thoai-apple,https://cdn.tgdd.vn/Brand/1/Apple58-b_6.jpg,01
https://www.thegioididong.com/cap-dien-thoai-anker,https://cdn.tgdd.vn/Brand/1/Anker58-b_19.png,02
https://www.thegioididong.com/cap-dien-thoai-xmobile,https://cdn.tgdd.vn/Brand/1/Xmobile58-b_43.jpg,03
https://www.thegioididong.com/cap-dien-thoai-ava-plus,https://cdn.tgdd.vn/Brand/1/220-48-220x48-9.jpg,04
https://www.thegioididong.com/cap-dien-thoai-ava,https://cdn.tgdd.vn/Brand/1/AVA58-b_51.jpg,05
https://www.thegioididong.com/cap-dien-thoai-belkin,https://cdn.tgdd.vn/Brand/1/Belkin58-b_3.jpg,06
https://www.thegioididong.com/cap-dien-thoai-oppo,https://cdn.tgdd.vn/Brand/1/OPPO42-b5-220x48-1.jpg,07
https://www.thegioididong.com/cap-dien-thoai-aukey,https://cdn.tgdd.vn/Brand/1/AUKEY58-b_22.png,08
https://www.thegioididong.com/cap-dien-thoai-energizer,https://cdn.tgdd.vn/Brand/1/Energizer58-b_31.jpg,09
https://www.thegioididong.com/cap-dien-thoai-hydrus,https://cdn.tgdd.vn/Brand/1/220-48-220x48-6.jpg,10
https://www.thegioididong.com/cap-dien-thoai-mophie,https://cdn.tgdd.vn/Brand/1/Mophie58-b_58.jpg,11
https://www.thegioididong.com/cap-dien-thoai-evalu,https://cdn.tgdd.vn/Brand/1/eValu58-b_21.jpg,12
https://www.thegioididong.com/cap-dien-thoai-esaver,https://cdn.tgdd.vn/Brand/1/eSaver58-b_47.jpg,13
https://www.thegioididong.com/cap-dien-thoai-mbest,https://cdn.tgdd.vn/Brand/1/M-Best58-b_48.jpg,14
https://www.thegioididong.com/cap-dien-thoai-sony,https://cdn.tgdd.vn/Brand/1/Sony58-b_36.jpg,15
https://www.thegioididong.com/cap-dien-thoai-pisen,https://cdn.tgdd.vn/Brand/1/Pisen58-b_24.jpg,16
https://www.thegioididong.com/cap-dien-thoai-iwalk,https://cdn.tgdd.vn/Brand/1/iWalk58-b_1.png,17
https://www.thegioididong.com/cap-dien-thoai-mazer,https://cdn.tgdd.vn/Brand/1/JPG-220x48-7.jpg,18
